ensembl_gene_id	ensembl_transcript_id	start	end	HGNC_gene_symbol	swissprot_id
ENSG00000084234	ENST00000650012	95	2384	APLP2	Q06481
ENSG00000084444	ENST00000197268	24	1890	FAM234B	A2RU67
ENSG00000084453	ENST00000307378	722	2731	SLCO1A2	P46721
ENSG00000084463	ENST00000261167	173	2095	WBP11	Q9Y2W2
ENSG00000084623	ENST00000678063	36	1350	EIF3I	Q13347
ENSG00000084628	ENST00000373736	341	961	NKAIN1	Q4KMZ8
ENSG00000084636	ENST00000373672	216	5027	COL16A1	Q07092
ENSG00000084652	ENST00000373610	135	1773	TXLNA	P40222
ENSG00000084674	ENST00000233242	129	13817	APOB	P04114
ENSG00000084676	ENST00000406961	653	4976	NCOA1	Q15788
ENSG00000084693	ENST00000360131	173	2831	AGBL5	Q8NDL9
ENSG00000084710	ENST00000403714	238	2689	EFR3B	Q9Y2G0
ENSG00000084731	ENST00000264712	581	2959	KIF3C	O14782
ENSG00000084733	ENST00000264710	526	1126	RAB10	P61026
ENSG00000084754	ENST00000492433	9	2384	HADHA	P40939
ENSG00000084764	ENST00000233121	174	1017	MAPRE3	Q9UPY8
ENSG00000084774	ENST00000264705	184	6859	CAD	P27708
ENSG00000085063	ENST00000642928	61	444	CD59	P13987
ENSG00000085117	ENST00000227155	177	978	CD82	P27701
ENSG00000085185	ENST00000540052	173	5528	BCORL1	Q5H9F3
ENSG00000085224	ENST00000373344	216	7691	ATRX	P46100
ENSG00000085231	ENST00000380822	31	546	AK6	Q9Y3D8
ENSG00000085265	ENST00000371806	42	1019	FCN1	O00602
ENSG00000085274	ENST00000349841	99	1929	MYNN	Q9NPC7
ENSG00000085276	ENST00000651503	341	4057	MECOM	Q03112
ENSG00000085365	ENST00000621999	56	1070	SCAMP1	O15126
ENSG00000085377	ENST00000652536	192	2321	PREP	P48147
ENSG00000085382	ENST00000262903	278	3004	HACE1	Q8IYU2
ENSG00000085415	ENST00000399892	112	1375	SEH1L	Q96EE3
ENSG00000085433	ENST00000400794	135	2915	WDR47	O94967
ENSG00000085449	ENST00000233055	52	1281	WDFY1	Q8IWB7
ENSG00000085465	ENST00000369732	15	2048	OVGP1	Q12889
ENSG00000085491	ENST00000565488	206	1636	SLC25A24	Q6NUK1
ENSG00000085511	ENST00000392142	164	4988	MAP3K4	Q9Y6R4
ENSG00000085514	ENST00000198536	171	1080	PILRA	Q9UKJ1
ENSG00000085552	ENST00000368094	216	3752	IGSF9	Q9P2J2
ENSG00000085563	ENST00000622132	137	3976	ABCB1	P08183
ENSG00000085644	ENST00000574902	373	1750	ZNF213	O14771
ENSG00000085662	ENST00000285930	39	986	AKR1B1	P15121
ENSG00000085719	ENST00000517490	156	1767	CPNE3	O75131
ENSG00000085721	ENST00000198767	40	1992	RRN3	Q9NYV6
ENSG00000085733	ENST00000376561	172	2074	CTTN	Q14247
ENSG00000085741	ENST00000322563	96	1157	WNT11	O96014
ENSG00000085760	ENST00000263629	300	2480	MTIF2	P46199
ENSG00000085788	ENST00000397166	284	2417	DDHD2	O94830
ENSG00000085831	ENST00000447632	50	1888	TTC39A	Q5SRH9
ENSG00000085832	ENST00000371733	36	2723	EPS15	P42566
ENSG00000085840	ENST00000371568	184	2766	ORC1	Q13415
ENSG00000085871	ENST00000616265	253	694	MGST2	Q99735
ENSG00000085872	ENST00000198939	38	2818	CHERP	Q8IWX8
ENSG00000085978	ENST00000392018	115	1987	ATG16L1	Q676U5
ENSG00000085982	ENST00000450966	1	3741	USP40	Q9NVE5
ENSG00000085998	ENST00000371992	652	2895	POMGNT1	Q8WZA1
ENSG00000085999	ENST00000442598	115	2356	RAD54L	Q92698
ENSG00000086015	ENST00000361297	285	5679	MAST2	Q6P0Q8
ENSG00000086061	ENST00000330899	122	1313	DNAJA1	P31689
ENSG00000086062	ENST00000379731	168	1361	B4GALT1	P15291
ENSG00000086065	ENST00000223500	31	688	CHMP5	Q9NZZ3
ENSG00000086102	ENST00000379540	58	3418	NFX1	Q12986
ENSG00000086159	ENST00000315520	228	1074	AQP6	Q13520
ENSG00000086189	ENST00000651114	158	1108	DIMT1	Q9UNQ2
ENSG00000086200	ENST00000409296	131	3176	IPO11	Q9UI26
ENSG00000086205	ENST00000256999	194	2443	FOLH1	Q04609
ENSG00000086232	ENST00000199389	93	1982	EIF2AK1	Q9BQI3
ENSG00000086288	ENST00000199447	373	2137	NME8	Q8N427
ENSG00000086289	ENST00000199448	301	973	EPDR1	Q9UM22
ENSG00000086300	ENST00000338523	249	852	SNX10	Q9Y5X0
ENSG00000086475	ENST00000327347	373	1548	SEPHS1	P49903
ENSG00000086504	ENST00000199706	48	815	MRPL28	Q13084
ENSG00000086506	ENST00000199708	29	455	HBQ1	P09105
ENSG00000086544	ENST00000263370	25	2074	ITPKC	Q96DU7
ENSG00000086548	ENST00000199764	110	1142	CEACAM6	P40199
ENSG00000086570	ENST00000261800	188	13234	FAT2	Q9NYQ8
ENSG00000086589	ENST00000199814	78	1337	RBM22	Q9NW64
ENSG00000086598	ENST00000262225	86	689	TMED2	Q15363
ENSG00000086619	ENST00000354619	176	1576	ERO1B	Q86YB8
ENSG00000086666	ENST00000613266	339	963	ZFAND6	Q6FIF0
ENSG00000086696	ENST00000199936	173	1334	HSD17B2	P37059
ENSG00000086712	ENST00000380122	23	1607	TXLNG	Q9NUQ3
ENSG00000086717	ENST00000689646	809	2768	PPEF1	O14829
ENSG00000086730	ENST00000344995	723	1452	LAT2	Q9GZY6
ENSG00000086758	ENST00000342160	459	13580	HUWE1	Q7Z6Z7
ENSG00000086827	ENST00000200135	27	2363	ZW10	O43264
ENSG00000086848	ENST00000616540	100	1953	ALG9	Q9H6U8
ENSG00000086967	ENST00000357701	63	3486	MYBPC2	Q14324
ENSG00000086991	ENST00000263317	130	1863	NOX4	Q9NPH5
ENSG00000087008	ENST00000356406	91	2190	ACOX3	O15254
ENSG00000087053	ENST00000346299	154	2082	MTMR2	Q13614
ENSG00000087074	ENST00000200453	241	2263	PPP1R15A	O75807
ENSG00000087076	ENST00000263278	81	890	HSD17B14	Q9BPX1
ENSG00000087077	ENST00000200457	112	1540	TRIP6	Q15654
ENSG00000087085	ENST00000302913	140	1990	ACHE	P22303
ENSG00000087086	ENST00000331825	200	725	FTL	P02792
ENSG00000087087	ENST00000611405	245	2873	SRRT	Q9BXP5
ENSG00000087088	ENST00000293288	1	655	BAX	Q07812
ENSG00000087095	ENST00000407008	198	1779	NLK	Q9UBE8
ENSG00000087111	ENST00000308360	29	1693	PIGS	Q96S52
ENSG00000087116	ENST00000251582	134	3766	ADAMTS2	O95450
ENSG00000087128	ENST00000305363	51	1320	TMPRSS11E	Q9UL52
ENSG00000087152	ENST00000454077	1	1062	ATXN7L3	Q14CW9
ENSG00000087157	ENST00000262764	18	1686	PGS1	Q32NB8
ENSG00000087191	ENST00000310144	61	1279	PSMC5	P62195
ENSG00000087206	ENST00000377227	134	2290	UIMC1	Q96RL1
ENSG00000087237	ENST00000200676	31	1510	CETP	P11597
ENSG00000087245	ENST00000219070	283	2263	MMP2	P08253
ENSG00000087250	ENST00000561640	47	386	MT3	P25713
ENSG00000087253	ENST00000262134	111	1743	LPCAT2	Q7L5N7
ENSG00000087258	ENST00000262493	748	1810	GNAO1	P09471
ENSG00000087263	ENST00000566157	60	1686	OGFOD1	Q8N543
ENSG00000087266	ENST00000511747	40	1894	SH3BP2	P78314
ENSG00000087269	ENST00000416614	88	2658	NOP14	P78316
ENSG00000087274	ENST00000683351	202	2599	ADD1	P35611
ENSG00000087299	ENST00000267436	80	1468	L2HGDH	Q9H9P8
ENSG00000087301	ENST00000281741	372	2846	TXNDC16	Q9P2K2
ENSG00000087302	ENST00000261700	95	827	RTRAF	Q9Y224
ENSG00000087303	ENST00000216286	66	4190	NID2	Q14112
ENSG00000087338	ENST00000282570	234	1779	GMCL1	Q96IK5
ENSG00000087365	ENST00000322535	22	2707	SF3B2	Q13435
ENSG00000087448	ENST00000381271	99	1614	KLHL42	Q9P2K6
ENSG00000087460	ENST00000676826	553	3667	GNAS	O95467
ENSG00000087460	ENST00000676826	553	3667	GNAS	P63092
ENSG00000087460	ENST00000676826	553	3667	GNAS	Q5JWF2
ENSG00000087470	ENST00000553257	64	2311	DNM1L	O00429
ENSG00000087494	ENST00000538310	1	627	PTHLH	P12272
ENSG00000087495	ENST00000371015	476	2153	PHACTR3	Q96KR7
ENSG00000087502	ENST00000360150	96	1226	ERGIC2	Q96RQ1
ENSG00000087510	ENST00000201031	240	1590	TFAP2C	Q92754
ENSG00000087586	ENST00000395914	258	1466	AURKA	O14965
ENSG00000087589	ENST00000360314	226	2584	CASS4	Q9NQ75
ENSG00000087842	ENST00000380420	197	1066	PIR	O00625
ENSG00000087884	ENST00000533193	61	565	AAMDC	Q9H7C9
ENSG00000087903	ENST00000303657	117	2285	RFX2	P48378
ENSG00000087995	ENST00000311506	7	1141	METTL2A	Q96IZ6
ENSG00000088002	ENST00000201586	82	1177	SULT2B1	O00204
ENSG00000088035	ENST00000263440	269	1790	ALG6	Q9Y672
ENSG00000088038	ENST00000221232	283	2542	CNOT3	O75175
ENSG00000088053	ENST00000310373	29	1888	GP6	Q9HCN6
ENSG00000088179	ENST00000263708	481	3259	PTPN4	P29074
ENSG00000088205	ENST00000263239	88	2098	DDX18	Q9NVP1
ENSG00000088247	ENST00000600480	111	2351	KHSRP	Q92945
ENSG00000088256	ENST00000078429	291	1368	GNA11	P29992
ENSG00000088280	ENST00000336689	47	2755	ASAP3	Q8TDY4
ENSG00000088298	ENST00000374492	79	1812	EDEM2	Q9BV94
ENSG00000088305	ENST00000328111	322	2881	DNMT3B	Q9UBC3
ENSG00000088320	ENST00000201979	299	1193	REM1	O75628
ENSG00000088325	ENST00000340513	529	2878	TPX2	Q9ULW0
ENSG00000088356	ENST00000202017	86	484	PDRG1	Q9NUG6
ENSG00000088367	ENST00000636016	172	4957	EPB41L1	Q9H4G0
ENSG00000088386	ENST00000376503	75	2198	SLC15A1	P46059
ENSG00000088387	ENST00000682017	156	6431	DOCK9	Q9BZ29
ENSG00000088448	ENST00000267339	136	1395	ANKRD10	Q9NXR5
ENSG00000088451	ENST00000261296	17	1066	TGDS	O95455
ENSG00000088538	ENST00000266037	338	6428	DOCK3	Q8IZD9
ENSG00000088543	ENST00000426034	366	851	C3orf18	Q9UK00
ENSG00000088682	ENST00000262507	28	982	COQ9	O75208
ENSG00000088726	ENST00000314124	78	776	TMEM40	Q8WWA1
ENSG00000088727	ENST00000684063	311	2680	KIF9	Q9HAQ2
ENSG00000088756	ENST00000383472	107	2294	ARHGAP28	Q9P2N2
ENSG00000088766	ENST00000378863	125	1028	CRLS1	Q9UJA2
ENSG00000088782	ENST00000382388	92	389	DEFB127	Q9H1M4
ENSG00000088808	ENST00000202556	269	3538	PPP1R13B	Q96KQ4
ENSG00000088812	ENST00000262919	91	4378	ATRN	O75882
ENSG00000088826	ENST00000621355	226	1981	SMOX	Q9NWM0
ENSG00000088827	ENST00000344754	241	5367	SIGLEC1	Q9BZZ2
ENSG00000088832	ENST00000677533	167	553	FKBP1A	P62942
ENSG00000088833	ENST00000476071	95	1210	NSFL1C	Q9UNZ2
ENSG00000088836	ENST00000380059	103	2856	SLC4A11	Q8NBS3
ENSG00000088854	ENST00000252032	113	3643	DNAAF9	Q5TEA3
ENSG00000088876	ENST00000612935	415	2334	ZNF343	Q6P1L6
ENSG00000088881	ENST00000609451	73	1879	EBF4	Q9BQW3
ENSG00000088882	ENST00000380605	56	2257	CPXM1	Q96SM3
ENSG00000088888	ENST00000428216	138	1758	MAVS	Q7Z434
ENSG00000088899	ENST00000329152	1399	3417	LZTS3	O60299
ENSG00000088926	ENST00000403665	109	1984	F11	P03951
ENSG00000088930	ENST00000377191	69	2919	XRN2	Q9H0D6
ENSG00000088970	ENST00000619189	35	2054	KIZ	Q2M2Z5
ENSG00000088986	ENST00000392509	262	529	DYNLL1	P63167
ENSG00000088992	ENST00000335209	135	776	TESC	Q96BS2
ENSG00000089006	ENST00000377759	370	1581	SNX5	Q9Y5X3
ENSG00000089009	ENST00000202773	20	883	RPL6	Q02878
ENSG00000089012	ENST00000303415	66	1226	SIRPG	Q9P1W8
ENSG00000089022	ENST00000551404	109	1528	MAPKAPK5	Q8IW41
ENSG00000089041	ENST00000328963	96	1881	P2RX7	Q99572
ENSG00000089048	ENST00000202816	109	2661	ESF1	Q9H501
ENSG00000089050	ENST00000337227	59	616	RBBP9	O75884
ENSG00000089053	ENST00000261819	72	2336	ANAPC5	Q9UJX4
ENSG00000089057	ENST00000338244	387	2336	SLC23A2	Q9UGH3
ENSG00000089060	ENST00000552014	517	2268	SLC8B1	Q6J4K2
ENSG00000089063	ENST00000342308	49	597	TMEM230	Q96A57
ENSG00000089091	ENST00000358866	24	2279	DZANK1	Q9NVP4
ENSG00000089094	ENST00000377071	113	4120	KDM2B	Q8NHM5
ENSG00000089101	ENST00000245957	97	3808	CFAP61	Q8NHU2
ENSG00000089116	ENST00000261731	374	1579	LHX5	Q9H2C1
ENSG00000089123	ENST00000337743	114	1373	TASP1	Q9H6P5
ENSG00000089127	ENST00000445409	258	1500	OAS1	P00973
ENSG00000089154	ENST00000300648	19	8031	GCN1	Q92616
ENSG00000089157	ENST00000551150	317	1267	RPLP0	P05388
ENSG00000089159	ENST00000637617	102	3344	PXN	P49023
ENSG00000089163	ENST00000202967	60	1002	SIRT4	Q9Y6E7
ENSG00000089169	ENST00000543106	363	2445	RPH3A	Q9Y2J0
ENSG00000089177	ENST00000408042	159	4334	KIF16B	Q96L93
ENSG00000089195	ENST00000203001	129	1619	TRMT6	Q9UJA5
ENSG00000089199	ENST00000378961	125	2156	CHGB	P05060
ENSG00000089220	ENST00000261313	87	648	PEBP1	P30086
ENSG00000089225	ENST00000405440	556	2109	TBX5	Q99593
ENSG00000089234	ENST00000419234	165	1940	BRAP	Q7Z569
ENSG00000089248	ENST00000261735	41	824	ERP29	P30040
ENSG00000089250	ENST00000338101	6	4409	NOS1	P29475
ENSG00000089280	ENST00000568685	65	1646	FUS	P35637
ENSG00000089289	ENST00000342206	500	1517	IGBP1	P78318
ENSG00000089327	ENST00000543307	81	663	FXYD5	Q96DB9
ENSG00000089335	ENST00000446502	209	1538	ZNF302	Q9NR11
ENSG00000089351	ENST00000599564	72	2493	GRAMD1A	Q96CP6
ENSG00000089356	ENST00000604255	148	580	FXYD3	Q14802
ENSG00000089472	ENST00000519389	220	3694	HEPH	Q9BQS7
ENSG00000089486	ENST00000563332	251	874	CDIP1	Q9H305
ENSG00000089505	ENST00000379500	76	934	CMTM1	Q8IZ96
ENSG00000089558	ENST00000607371	137	3187	KCNH4	Q9UQ05
ENSG00000089597	ENST00000346178	17	2914	GANAB	Q14697
ENSG00000089639	ENST00000203556	129	3038	GMIP	Q9P107
ENSG00000089682	ENST00000685964	50	1360	RBM41	Q96IZ5
ENSG00000089685	ENST00000301633	132	627	BIRC5	O15392
ENSG00000089692	ENST00000203629	334	1909	LAG3	P18627
ENSG00000089693	ENST00000203630	232	975	MLF2	Q15773
ENSG00000089723	ENST00000203664	199	901	OTUB2	Q96DC9
ENSG00000089737	ENST00000621632	90	2666	DDX24	Q9GZR7
ENSG00000089775	ENST00000608382	186	1490	ZBTB25	P24278
ENSG00000089818	ENST00000639955	883	1708	NECAP1	Q8NC96
ENSG00000089820	ENST00000370028	59	3016	ARHGAP4	P98171
ENSG00000089847	ENST00000262970	1	3709	ANKRD24	Q8TF21
ENSG00000089876	ENST00000284690	469	2697	DHX32	Q7L7V1
ENSG00000089902	ENST00000262241	239	1694	RCOR1	Q9UKL0
ENSG00000089916	ENST00000261530	81	1527	GPATCH2L	Q9NWQ4
ENSG00000090006	ENST00000308370	1	4873	LTBP4	Q8N2S1
ENSG00000090013	ENST00000643519	77	811	BLVRB	P30043
ENSG00000090020	ENST00000263980	792	3236	SLC9A1	P19634
ENSG00000090054	ENST00000687427	23	1534	SPTLC1	O15269
ENSG00000090060	ENST00000216277	212	2447	PAPOLA	P51003
ENSG00000090061	ENST00000389879	124	1864	CCNK	O75909
ENSG00000090097	ENST00000355852	197	1405	PCBP4	P57723
ENSG00000090104	ENST00000367459	21	648	RGS1	Q08116
ENSG00000090238	ENST00000398841	732	1202	YPEL3	P61236
ENSG00000090263	ENST00000324787	70	387	MRPS33	Q9Y291
ENSG00000090266	ENST00000476279	75	390	NDUFB2	O95178
ENSG00000090273	ENST00000321265	107	1100	NUDC	Q9Y266
ENSG00000090316	ENST00000505177	28	1330	MAEA	Q7L5Y9
ENSG00000090339	ENST00000264832	41	1637	ICAM1	P05362
ENSG00000090372	ENST00000391910	452	2731	STRN4	Q9NRL3
ENSG00000090376	ENST00000261233	87	1875	IRAK3	Q9Y616
ENSG00000090382	ENST00000261267	29	473	LYZ	P61626
ENSG00000090402	ENST00000264382	65	5545	SI	P14410
ENSG00000090432	ENST00000264198	128	1183	MUL1	Q969V5
ENSG00000090447	ENST00000204517	278	1291	TFAP4	Q01664
ENSG00000090470	ENST00000204549	28	1482	PDCD7	Q8N8D1
ENSG00000090487	ENST00000204566	275	1198	SPG21	Q9NZD8
ENSG00000090512	ENST00000450521	262	1408	FETUB	Q9UGM5
ENSG00000090520	ENST00000439351	930	2004	DNAJB11	Q9UBS4
ENSG00000090530	ENST00000319332	167	2290	P3H2	Q8IVL5
ENSG00000090534	ENST00000649095	127	1605	THPO	P40225
ENSG00000090539	ENST00000204604	247	3112	CHRD	Q9H2X0
ENSG00000090554	ENST00000597551	105	810	FLT3LG	P49771
ENSG00000090565	ENST00000262305	359	2627	RAB11FIP3	O75154
ENSG00000090581	ENST00000529110	1	1000	GNPTG	Q9UJJ9
ENSG00000090612	ENST00000536435	245	3086	ZNF268	Q14587
ENSG00000090615	ENST00000204726	727	5220	GOLGA3	Q08378
ENSG00000090621	ENST00000372858	840	2819	PABPC4	Q13310
ENSG00000090659	ENST00000315599	24	1235	CD209	Q9NNX6
ENSG00000090661	ENST00000559450	141	1323	CERS4	Q9HA82
ENSG00000090674	ENST00000264079	128	1868	MCOLN1	Q9GZU1
ENSG00000090686	ENST00000529637	35	3175	USP48	Q86UV5
ENSG00000090776	ENST00000204961	757	1795	EFNB1	P98172
ENSG00000090857	ENST00000288050	252	2889	PDPR	Q8NCN5
ENSG00000090861	ENST00000565361	159	3155	AARS1	P49588
ENSG00000090863	ENST00000205061	21	3629	GLG1	Q92896
ENSG00000090889	ENST00000374403	69	3765	KIF4A	O95239
ENSG00000090905	ENST00000395799	192	6078	TNRC6A	Q8NDV7
ENSG00000090924	ENST00000425673	767	4925	PLEKHG2	Q9H7P9
ENSG00000090932	ENST00000205143	8	1862	DLL3	Q9NYJ7
ENSG00000090971	ENST00000205194	120	738	NAT14	Q8WUY8
ENSG00000090975	ENST00000320201	538	4584	PITPNM2	Q9BZ72
ENSG00000090989	ENST00000381295	317	2999	EXOC1	Q9NV70
ENSG00000091009	ENST00000265271	162	3342	RBM27	Q9P2N5
ENSG00000091010	ENST00000646991	275	1289	POU4F3	Q15319
ENSG00000091039	ENST00000261183	443	3109	OSBPL8	Q9BZF1
ENSG00000091073	ENST00000324432	511	2377	DTX2	Q86UW9
ENSG00000091106	ENST00000402280	268	3339	NLRC4	Q9NPP4
ENSG00000091127	ENST00000356362	216	2198	PUS7	Q96PZ0
ENSG00000091128	ENST00000205386	81	5363	LAMB4	A4D0S4
ENSG00000091129	ENST00000379028	526	4437	NRCAM	Q92823
ENSG00000091136	ENST00000222399	138	5495	LAMB1	P07942
ENSG00000091137	ENST00000644269	32	2372	SLC26A4	O43511
ENSG00000091138	ENST00000340010	202	2493	SLC26A3	P40879
ENSG00000091140	ENST00000417551	88	1615	DLD	P09622
ENSG00000091157	ENST00000254442	238	4708	WDR7	Q9Y4E6
ENSG00000091164	ENST00000217515	153	1019	TXNL1	O43396
ENSG00000091181	ENST00000446632	576	1835	IL5RA	Q01344
ENSG00000091262	ENST00000205557	61	4569	ABCC6	O95255
ENSG00000091317	ENST00000205636	108	656	CMTM6	Q9NX76
ENSG00000091409	ENST00000442250	204	3594	ITGA6	P23229
ENSG00000091428	ENST00000397081	140	3173	RAPGEF4	Q8WZA2
ENSG00000091436	ENST00000409176	137	2537	MAP3K20	Q9NYL2
ENSG00000091482	ENST00000379494	188	451	SMPX	Q9UHP9
ENSG00000091483	ENST00000366560	34	1563	FH	P07954
ENSG00000091490	ENST00000399878	153	3548	SEL1L3	Q68CR1
ENSG00000091513	ENST00000402696	49	2143	TF	P02787
ENSG00000091527	ENST00000264993	360	1134	CDV3	Q9UKY7
ENSG00000091536	ENST00000647165	289	10879	MYO15A	Q9UKN7
ENSG00000091542	ENST00000399138	417	1599	ALKBH5	Q6P6C2
ENSG00000091583	ENST00000205948	37	1071	APOH	P02749
ENSG00000091592	ENST00000572272	553	4971	NLRP1	Q9C000
ENSG00000091622	ENST00000262483	150	3071	PITPNM3	Q9BZ71
ENSG00000091640	ENST00000206020	14	694	SPAG7	O75391
ENSG00000091651	ENST00000219097	48	804	ORC6	Q9Y5N6
ENSG00000091656	ENST00000651372	421	11269	ZFHX4	Q86UP3
ENSG00000091664	ENST00000263160	154	1900	SLC17A6	Q9P2U8
ENSG00000091704	ENST00000011292	28	1285	CPA1	P15085
ENSG00000091732	ENST00000358303	9	1514	ZC3HC1	Q86WB0
ENSG00000091831	ENST00000338799	1461	3246	ESR1	P03372
ENSG00000091844	ENST00000367225	26	655	RGS17	Q9UGC6
ENSG00000091879	ENST00000325203	476	1963	ANGPT2	O15123
ENSG00000091947	ENST00000206380	12	782	TMEM101	Q96IK0
ENSG00000091972	ENST00000473539	58	940	CD200	P41217
ENSG00000091986	ENST00000206423	829	3678	CCDC80	Q76M96
ENSG00000092009	ENST00000250378	31	771	CMA1	P23946
ENSG00000092010	ENST00000382708	64	814	PSME1	Q06323
ENSG00000092020	ENST00000261475	32	1390	PPP2R3C	Q969Q6
ENSG00000092036	ENST00000206474	254	1342	HAUS4	Q9H6D7
ENSG00000092051	ENST00000397118	904	2787	JPH4	Q96JJ6
ENSG00000092054	ENST00000355349	106	5910	MYH7	P12883
ENSG00000092067	ENST00000206513	165	1007	CEBPE	Q15744
ENSG00000092068	ENST00000316902	747	2351	SLC7A8	Q9UHI5
ENSG00000092094	ENST00000206542	130	1134	OSGEP	Q9NPF4
ENSG00000092096	ENST00000397267	172	2118	SLC22A17	Q8WUG5
ENSG00000092098	ENST00000324103	202	3418	RNF31	Q96EP0
ENSG00000092108	ENST00000458591	21	1947	SCFD1	Q8WVM8
ENSG00000092140	ENST00000553504	1448	3656	G2E3	Q7L622
ENSG00000092148	ENST00000399332	800	8629	HECTD1	Q9ULT8
ENSG00000092199	ENST00000554455	191	1108	HNRNPC	P07910
ENSG00000092200	ENST00000400017	116	3974	RPGRIP1	Q96KN7
ENSG00000092201	ENST00000216297	93	3233	SUPT16H	Q9Y5B9
ENSG00000092203	ENST00000613569	277	2140	TOX4	O94842
ENSG00000092208	ENST00000650481	23	848	GEMIN2	O14893
ENSG00000092295	ENST00000206765	92	2542	TGM1	P22735
ENSG00000092330	ENST00000267415	292	1644	TINF2	Q9BSI4
ENSG00000092345	ENST00000250863	289	1233	DAZL	Q92904
ENSG00000092377	ENST00000346432	553	2119	TBL1Y	Q9BQ87
ENSG00000092421	ENST00000257414	250	3390	SEMA6A	Q9H2E6
ENSG00000092439	ENST00000646667	265	5859	TRPM7	Q96QT4
ENSG00000092445	ENST00000263798	47	2717	TYRO3	Q06418
ENSG00000092470	ENST00000263795	32	1910	WDR76	Q9H967
ENSG00000092529	ENST00000397163	306	2769	CAPN3	P20807
ENSG00000092531	ENST00000249647	95	728	SNAP23	O00161
ENSG00000092607	ENST00000369429	549	2354	TBX15	Q96SF7
ENSG00000092621	ENST00000641597	834	2433	PHGDH	O43175
ENSG00000092758	ENST00000649368	16	2068	COL9A3	Q14050
ENSG00000092820	ENST00000337147	135	1892	EZR	P15311
ENSG00000092841	ENST00000536128	41	755	MYL6	P60660
ENSG00000092847	ENST00000674426	214	2887	AGO1	Q9UL18
ENSG00000092850	ENST00000207457	109	1399	TEKT2	Q9UIF3
ENSG00000092853	ENST00000318121	109	4125	CLSPN	Q9HAW4
ENSG00000092871	ENST00000394597	141	1229	RFFL	Q8WZ73
ENSG00000092929	ENST00000412096	14	3439	UNC13D	Q70J99
ENSG00000092931	ENST00000586622	1138	2485	MFSD11	O43934
ENSG00000092964	ENST00000521913	296	2327	DPYSL2	Q16555
ENSG00000092969	ENST00000366929	468	1794	TGFB2	P61812
ENSG00000092978	ENST00000366935	120	1703	GPATCH2	Q9NW75
ENSG00000093000	ENST00000347635	383	1787	NUP50	Q9UKX7
ENSG00000093009	ENST00000437685	144	1938	CDC45	O75419
ENSG00000093010	ENST00000678769	156	1062	COMT	P21964
ENSG00000093072	ENST00000399837	127	1659	ADA2	Q9NZK5
ENSG00000093144	ENST00000531967	505	1425	ECHDC1	Q9NTX5
ENSG00000093167	ENST00000336686	100	2262	LRRFIP2	Q9Y608
ENSG00000093183	ENST00000264454	150	1058	SEC22C	Q9BRL7
ENSG00000093217	ENST00000650590	72	1737	XYLB	O75191
ENSG00000094631	ENST00000376619	168	3813	HDAC6	Q9UBN7
ENSG00000094661	ENST00000641398	80	1145	OR1I1	O60431
ENSG00000094755	ENST00000518525	465	1785	GABRP	O00591
ENSG00000094796	ENST00000251645	70	1317	KRT31	Q15323
ENSG00000094804	ENST00000209728	226	1906	CDC6	Q99741
ENSG00000094841	ENST00000373383	171	1098	UPRT	Q96BW1
ENSG00000094880	ENST00000394886	12	1802	CDC23	Q9UJX2
ENSG00000094914	ENST00000209873	146	1783	AAAS	Q9NRG9
ENSG00000094916	ENST00000209875	158	730	CBX5	P45973
ENSG00000094963	ENST00000209929	67	1672	FMO2	Q99518
ENSG00000094975	ENST00000367723	125	4340	SUCO	Q9UBS9
ENSG00000095002	ENST00000646415	74	2888	MSH2	P43246
ENSG00000095015	ENST00000399503	26	4562	MAP3K1	Q13233
ENSG00000095059	ENST00000210060	115	1221	DHPS	P49366
ENSG00000095066	ENST00000397668	104	2260	HOOK2	Q96ED9
ENSG00000095110	ENST00000534921	309	1949	NXPE1	Q8N323
ENSG00000095139	ENST00000359415	166	1822	ARCN1	P48444
ENSG00000095203	ENST00000374566	614	3313	EPB41L4B	Q9H329
ENSG00000095209	ENST00000374692	121	994	TMEM38B	Q9NVV0
ENSG00000095261	ENST00000210313	14	1525	PSMD5	Q16401
ENSG00000095303	ENST00000362012	62	1859	PTGS1	P23219
ENSG00000095319	ENST00000372577	22	5269	NUP188	Q5SRE5
ENSG00000095321	ENST00000318080	285	2162	CRAT	P43155
ENSG00000095370	ENST00000314830	40	2619	SH2D3C	Q8N5H7
ENSG00000095380	ENST00000210444	78	1155	NANS	Q9NR45
ENSG00000095383	ENST00000465784	109	2892	TBC1D2	Q9BYX2
ENSG00000095397	ENST00000362057	673	3393	WHRN	Q9P202
ENSG00000095464	ENST00000371447	190	2764	PDE6C	P51160
ENSG00000095485	ENST00000354105	46	1659	CWF19L1	Q69YN2
ENSG00000095539	ENST00000210633	79	2608	SEMA4G	Q9NTN9
ENSG00000095564	ENST00000265990	308	5855	BTAF1	O14981
ENSG00000095574	ENST00000368886	300	1556	IKZF5	Q9H5V7
ENSG00000095585	ENST00000224337	172	1539	BLNK	Q8WV28
ENSG00000095587	ENST00000357947	242	3286	TLL2	Q9Y6L7
ENSG00000095596	ENST00000224356	43	1534	CYP26A1	O43174
ENSG00000095627	ENST00000251864	154	3721	TDRD1	Q9BXT4
ENSG00000095637	ENST00000607232	168	4049	SORBS1	Q9BX66
ENSG00000095713	ENST00000370597	150	2132	CRTAC1	Q9NQ79
